title,company,price,year,km_driven,fuel_type,transmission,city,link
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Maruti Suzuki Swift (2017),Maruti Suzuki,470000,2017,59000,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-delhi-road-moradabad-iid-1843966962
Mahindra Thar (2024),Mahindra,1225000,2024,29000,Petrol,Automatic,"Jhunganpur, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-jhunganpur-moradabad-iid-1844938034
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Kia Carens (2023),Kia,1250000,2023,70000,Diesel,Automatic,"Karula, Moradabad",https://www.olx.in/item/cars-c84-used-kia-carens-in-karula-moradabad-iid-1847425805
Bmw 6 Series Gt (2024),BMW,6000000,2024,20582,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-6-series-gt-in-moradabad-uttar-pradesh-iid-1838743074
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Hyundai Verna (2023),Hyundai,1150000,2023,46000,Petrol,Manual,"Khushalpur, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-khushalpur-moradabad-iid-1846789758
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Hyundai I20 (2024),Hyundai,700000,2024,75000,Petrol,Manual,"Adarsh Colony, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-adarsh-colony-moradabad-iid-1845203092
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Kia Carens (2023),Kia,1250000,2023,70000,Diesel,Automatic,"Karula, Moradabad",https://www.olx.in/item/cars-c84-used-kia-carens-in-karula-moradabad-iid-1847425805
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Bmw X7 (2024),BMW,9200000,2024,28310,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1842125114
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Maruti Suzuki Baleno (2019),Maruti Suzuki,490000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Maruti Suzuki Baleno (2024),Maruti Suzuki,610000,2024,40000,Petrol,Manual,"Sambhal Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-sambhal-road-moradabad-iid-1847155164
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Hyundai Verna (2023),Hyundai,1150000,2023,46000,Petrol,Manual,"Khushalpur, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-khushalpur-moradabad-iid-1846789758
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Bmw X7 (2023),BMW,10900000,2023,39387,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1837076885
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Mercedes-Benz Eqe Suv (2023),Mercedes,7900000,2023,16778,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-eqe-suv-in-budh-vihar-moradabad-iid-1835595775
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Tata Safari (2023),Tata,1440000,2023,30000,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-safari-in-moradabad-uttar-pradesh-iid-1846801589
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Maruti Suzuki Baleno (2021),Maruti Suzuki,490000,2021,58000,Petrol,Manual,"Lakri Fajalpur, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-lakri-fajalpur-moradabad-iid-1847428589
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Maruti Suzuki Swift (2017),Maruti Suzuki,470000,2017,59000,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-delhi-road-moradabad-iid-1843966962
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Maruti Suzuki Baleno (2021),Maruti Suzuki,550000,2021,58000,Petrol,Manual,"Lakri Fajalpur, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-lakri-fajalpur-moradabad-iid-1847428589
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Mahindra Thar (2024),Mahindra,1225000,2024,29000,Petrol,Automatic,"Jhunganpur, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-jhunganpur-moradabad-iid-1844938034
Maruti Suzuki Baleno (2019),Maruti Suzuki,550000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Maruti Suzuki Baleno (2021),Maruti Suzuki,490000,2021,58000,Petrol,Manual,"Lakri Fajalpur, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-lakri-fajalpur-moradabad-iid-1847428589
Kia Carens (2023),Kia,1250000,2023,70000,Diesel,Automatic,"Karula, Moradabad",https://www.olx.in/item/cars-c84-used-kia-carens-in-karula-moradabad-iid-1847425805
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Maruti Suzuki Swift (2017),Maruti Suzuki,470000,2017,59000,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-delhi-road-moradabad-iid-1843966962
Hyundai Creta Facelift (2022),Hyundai,825000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Hyundai Creta Facelift (2022),Hyundai,825000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Kia Carens (2023),Kia,1250000,2023,70000,Diesel,Automatic,"Karula, Moradabad",https://www.olx.in/item/cars-c84-used-kia-carens-in-karula-moradabad-iid-1847425805
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Bmw X7 (2023),BMW,10900000,2023,39387,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1837076885
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Maruti Suzuki Dzire (2014),Maruti Suzuki,180000,2014,30,Diesel,Manual,"PWD Residential Colony, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-pwd-residential-colony-moradabad-iid-1845390185
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
